State,Year,Subject,Score
New York,2018,Reading,24.9
North Carolina,2018,Reading,19.5
North Dakota,2018,Reading,20.7
Ohio,2018,Reading,20.8
Oklahoma,2018,Reading,20.1
Oregon,2018,Reading,21.9
Pennsylvania,2018,Reading,24.0
Rhode Island,2018,Reading,25.0
South Carolina,2018,Reading,18.6
South Dakota,2018,Reading,22.4
Tennessee,2018,Reading,19.9
Texas,2018,Reading,21.1
Utah,2018,Reading,20.9
Vermont,2018,Reading,24.9
Virginia,2018,Reading,24.7
Washington,2018,Reading,22.7
West Virginia,2018,Reading,21.3
Wisconsin,2018,Reading,20.6
Wyoming,2018,Reading,20.6
United States,2018,Science,20.7
Alabama,2018,Science,19.0
Alaska,2018,Science,20.7
Arizona,2018,Science,19.2
Arkansas,2018,Science,19.4
California,2018,Science,22.1
Colorado,2018,Science,23.5
Connecticut,2018,Science,24.9
Delaware,2018,Science,23.4
District of Columbia,2018,Science,23.0
Florida,2018,Science,19.5
Georgia,2018,Science,21.2
Hawaii,2018,Science,19.0
Idaho,2018,Science,22.1
Illinois,2018,Science,23.4
Indiana,2018,Science,22.2
Iowa,2018,Science,22.0
Kansas,2018,Science,21.5
Kentucky,2018,Science,20.1
Louisiana,2018,Science,19.1
Maine,2018,Science,23.4
Maryland,2018,Science,22.2
Massachusetts,2018,Science,24.7
Michigan,2018,Science,23.9
Minnesota,2018,Science,21.4
Mississippi,2018,Science,18.6
Missouri,2018,Science,20.0
Montana,2018,Science,20.0
Nebraska,2018,Science,20.1
Nevada,2018,Science,17.9
New Hampshire,2018,Science,24.4
New Jersey,2018,Science,23.0
New Mexico,2018,Science,19.7
New York,2018,Science,24.2
North Carolina,2018,Science,19.2
North Dakota,2018,Science,20.5
Ohio,2018,Science,20.4
Oklahoma,2018,Science,19.4
Oregon,2018,Science,21.1
Pennsylvania,2018,Science,23.1
Rhode Island,2018,Science,23.5
South Carolina,2018,Science,18.5
South Dakota,2018,Science,22.2
Tennessee,2018,Science,19.6
Texas,2018,Science,20.8
Utah,2018,Science,20.5
Vermont,2018,Science,23.8
Virginia,2018,Science,23.5
Washington,2018,Science,22.0
West Virginia,2018,Science,20.4
Wisconsin,2018,Science,20.8
Wyoming,2018,Science,20.3
Alabama,2019,Composite,18.9
Alaska,2019,Composite,20.1
Arizona,2019,Composite,19.0
Arkansas,2019,Composite,19.3
California,2019,Composite,22.6
Colorado,2019,Composite,23.8
Connecticut,2019,Composite,25.5
Delaware,2019,Composite,24.0
District of Columbia,2019,Composite,23.5
Florida,2019,Composite,20.1
Georgia,2019,Composite,21.4
Hawaii,2019,Composite,19.0
Idaho,2019,Composite,22.5
Illinois,2019,Composite,24.3
Indiana,2019,Composite,22.5
Iowa,2019,Composite,21.6
Kansas,2019,Composite,21.2
Kentucky,2019,Composite,19.8
Louisiana,2019,Composite,18.8
Maine,2019,Composite,24.3
Maryland,2019,Composite,22.3
Massachusetts,2019,Composite,25.5
Michigan,2019,Composite,24.4
Minnesota,2019,Composite,21.4
Mississippi,2019,Composite,18.4
Missouri,2019,Composite,20.8
Montana,2019,Composite,19.8
Nebraska,2019,Composite,20.0
Nevada,2019,Composite,17.9
New Hampshire,2019,Composite,25.0
New Jersey,2019,Composite,24.2
New Mexico,2019,Composite,19.3
New York,2019,Composite,24.5
North Carolina,2019,Composite,19.0
North Dakota,2019,Composite,19.9
Ohio,2019,Composite,20.0
Oklahoma,2019,Composite,18.9
Oregon,2019,Composite,21.1
Pennsylvania,2019,Composite,23.6
Rhode Island,2019,Composite,24.7
South Carolina,2019,Composite,18.8
South Dakota,2019,Composite,21.6
Tennessee,2019,Composite,19.4
Texas,2019,Composite,20.5
Utah,2019,Composite,20.3
Vermont,2019,Composite,24.1
Virginia,2019,Composite,24.0
Washington,2019,Composite,22.1
West Virginia,2019,Composite,20.8
Wisconsin,2019,Composite,20.3
Wyoming,2019,Composite,19.8
Alabama,2019,English,18.7
Alaska,2019,English,18.9
Arizona,2019,English,17.9
Arkansas,2019,English,19.0
California,2019,English,22.4
Colorado,2019,English,23.8
Connecticut,2019,English,25.9
Delaware,2019,English,23.9
District of Columbia,2019,English,23.6
Florida,2019,English,19.5
Georgia,2019,English,20.9
Hawaii,2019,English,17.9
Idaho,2019,English,21.9
Illinois,2019,English,24.5
Indiana,2019,English,21.7
Iowa,2019,English,20.8
Kansas,2019,English,20.5
Kentucky,2019,English,19.5
Louisiana,2019,English,18.7
Maine,2019,English,24.2
Maryland,2019,English,22.0
Massachusetts,2019,English,25.5
Michigan,2019,English,24.5
Minnesota,2019,English,20.3
Mississippi,2019,English,18.1
Missouri,2019,English,20.3
Montana,2019,English,18.7
Nebraska,2019,English,19.4
Nevada,2019,English,16.8
New Hampshire,2019,English,24.9
New Jersey,2019,English,24.3
New Mexico,2019,English,18.1
New York,2019,English,24.1
North Carolina,2019,English,17.8
North Dakota,2019,English,18.6
Ohio,2019,English,19.0
Oklahoma,2019,English,18.2
Oregon,2019,English,20.3
Pennsylvania,2019,English,23.3
Rhode Island,2019,English,25.0
South Carolina,2019,English,18.0
South Dakota,2019,English,20.7
Tennessee,2019,English,19.1
Texas,2019,English,19.5
Utah,2019,English,19.5
Vermont,2019,English,23.9
Virginia,2019,English,23.8
Washington,2019,English,21.3
West Virginia,2019,English,20.6
Wisconsin,2019,English,19.4
Wyoming,2019,English,18.8
Alabama,2019,Mathematics,18.1
Alaska,2019,Mathematics,19.9
Arizona,2019,Mathematics,19.2
Arkansas,2019,Mathematics,18.7
California,2019,Mathematics,22.3
Colorado,2019,Mathematics,23.3
Connecticut,2019,Mathematics,24.7
Delaware,2019,Mathematics,23.1
District of Columbia,2019,Mathematics,22.7
Florida,2019,Mathematics,19.5
Georgia,2019,Mathematics,20.7
Hawaii,2019,Mathematics,19.2
Idaho,2019,Mathematics,21.9
Illinois,2019,Mathematics,23.8
Indiana,2019,Mathematics,22.3
Iowa,2019,Mathematics,21.0
Kansas,2019,Mathematics,20.7
Kentucky,2019,Mathematics,19.2
Louisiana,2019,Mathematics,18.2
Maine,2019,Mathematics,23.8
Maryland,2019,Mathematics,21.7
Massachusetts,2019,Mathematics,25.2
Michigan,2019,Mathematics,24.0
Minnesota,2019,Mathematics,21.4
Mississippi,2019,Mathematics,17.9
Missouri,2019,Mathematics,20.2
Montana,2019,Mathematics,19.7
Nebraska,2019,Mathematics,19.7
Nevada,2019,Mathematics,18.0
New Hampshire,2019,Mathematics,24.7
New Jersey,2019,Mathematics,24.0
New Mexico,2019,Mathematics,18.9
New York,2019,Mathematics,24.1
North Carolina,2019,Mathematics,19.2
North Dakota,2019,Mathematics,19.9
Ohio,2019,Mathematics,19.9
Oklahoma,2019,Mathematics,18.3
Oregon,2019,Mathematics,20.8
Pennsylvania,2019,Mathematics,23.1
Rhode Island,2019,Mathematics,23.9
South Carolina,2019,Mathematics,18.7
South Dakota,2019,Mathematics,21.3
Tennessee,2019,Mathematics,18.9
Texas,2019,Mathematics,20.4
Utah,2019,Mathematics,20.0
Vermont,2019,Mathematics,23.3
Virginia,2019,Mathematics,23.3
Washington,2019,Mathematics,22.1
West Virginia,2019,Mathematics,19.7
Wisconsin,2019,Mathematics,20.2
Wyoming,2019,Mathematics,19.4
Alabama,2019,Reading,19.5
Alaska,2019,Reading,20.9
Arizona,2019,Reading,19.3
Arkansas,2019,Reading,19.6
California,2019,Reading,23.0
Colorado,2019,Reading,24.3
Connecticut,2019,Reading,26.1
Delaware,2019,Reading,24.7
District of Columbia,2019,Reading,24.4
Florida,2019,Reading,21.2
Georgia,2019,Reading,22.2
Hawaii,2019,Reading,19.2
Idaho,2019,Reading,23.4
Illinois,2019,Reading,24.7
Indiana,2019,Reading,23.1
Iowa,2019,Reading,22.3
Kansas,2019,Reading,21.8
Kentucky,2019,Reading,20.5
Louisiana,2019,Reading,19.2
Maine,2019,Reading,25.1
Maryland,2019,Reading,23.1
Massachusetts,2019,Reading,26.1
Michigan,2019,Reading,24.8
Minnesota,2019,Reading,21.7
Mississippi,2019,Reading,18.9
Missouri,2019,Reading,21.3
Montana,2019,Reading,20.6
Nebraska,2019,Reading,20.3
Nevada,2019,Reading,18.2
New Hampshire,2019,Reading,25.6
New Jersey,2019,Reading,24.6
New Mexico,2019,Reading,20.0
New York,2019,Reading,25.0
North Carolina,2019,Reading,19.4
North Dakota,2019,Reading,20.3
Ohio,2019,Reading,20.5
Oklahoma,2019,Reading,19.6
Oregon,2019,Reading,21.7
Pennsylvania,2019,Reading,24.1
Rhode Island,2019,Reading,25.5
South Carolina,2019,Reading,19.4
South Dakota,2019,Reading,22.2
Tennessee,2019,Reading,19.7
Texas,2019,Reading,21.1
Utah,2019,Reading,20.8
Vermont,2019,Reading,25.0
Virginia,2019,Reading,24.8
Washington,2019,Reading,22.7
West Virginia,2019,Reading,21.7
Wisconsin,2019,Reading,20.4
Wyoming,2019,Reading,20.4
Alabama,2019,Science,18.8
Alaska,2019,Science,20.2
Arizona,2019,Science,19.0
Arkansas,2019,Science,19.2
California,2019,Science,22.2
Colorado,2019,Science,23.4
Connecticut,2019,Science,24.8
Delaware,2019,Science,23.5
District of Columbia,2019,Science,22.9
Florida,2019,Science,19.7
Georgia,2019,Science,21.2
Hawaii,2019,Science,19.2
Idaho,2019,Science,22.2
Illinois,2019,Science,23.7
Indiana,2019,Science,22.2
Iowa,2019,Science,21.8
Kansas,2019,Science,21.1
Kentucky,2019,Science,19.6
Louisiana,2019,Science,18.8
Maine,2019,Science,23.7
Maryland,2019,Science,22.1
Massachusetts,2019,Science,24.8
Michigan,2019,Science,24.0
Minnesota,2019,Science,21.6
Mississippi,2019,Science,18.4
Missouri,2019,Science,20.8
Montana,2019,Science,19.9
Nebraska,2019,Science,20.2
Nevada,2019,Science,17.9
New Hampshire,2019,Science,24.5
New Jersey,2019,Science,23.6
New Mexico,2019,Science,19.6
New York,2019,Science,24.4
North Carolina,2019,Science,19.0
North Dakota,2019,Science,20.2
Ohio,2019,Science,20.1
Oklahoma,2019,Science,19.0
Oregon,2019,Science,21.1
Pennsylvania,2019,Science,23.2
Rhode Island,2019,Science,24.0
South Carolina,2019,Science,18.9
South Dakota,2019,Science,21.9
Tennessee,2019,Science,19.2
Texas,2019,Science,20.6
Utah,2019,Science,20.3
Vermont,2019,Science,23.9
Virginia,2019,Science,23.6
Washington,2019,Science,21.9
West Virginia,2019,Science,20.7
Wisconsin,2019,Science,20.6
Wyoming,2019,Science,20.0
